text,label
puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman .,1
the film virtually chokes on its own self-consciousness .,0
a suffocating rape-payback horror show that hinges on the subgenre's most enabling victim . . . and an ebullient affection for industrial-model meat freezers .,0
"a lighthearted , feel-good film that embraces the time-honored truth that the most powerful thing in life is love .",1
now here's a sadistic bike flick that would have made vittorio de sica proud .,0
"for a good chunk of its running time , trapped is an effective and claustrophobic thriller .",1
"about a boy vividly recalls the cary grant of room for one more , houseboat and father goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .",1
"contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin .",0
"despite a powerful portrayal by binoche , it's a period romance that suffers from an overly deliberate pace and uneven narrative momentum .",0
"doesn't deliver a great story , nor is the action as gripping as in past seagal films .",0
excruciatingly unfunny and pitifully unromantic .,0
"downright transparent is the script's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a "" cooler "" pg-13 rating .",0
"in this film , aussie david caesar channels the not-quite-dead career of guy ritchie .",0
"reassuring , retro uplifter .",1
"mastering its formidable arithmetic of cameras and souls , group articulates a flood of emotion .",1
"uncommonly stylish but equally silly . . . the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions .",0
"the two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect .",0
"an ambitious movie that , like shiner's organizing of the big fight , pulls off enough of its effects to make up for the ones that don't come off .",1
"a fascinating , bombshell documentary that should shame americans , regardless of whether or not ultimate blame finally lies with kissinger . should be required viewing for civics classes and would-be public servants alike .",1
"ramsay is clearly extraordinarily talented , and based on three short films and two features , here's betting her third feature will be something to behold .",1
"forget the misleading title , what's with the unexplained baboon cameo ?",0
a flick about our infantilized culture that isn't entirely infantile .,1
at the bottom rung of the series' entries .,0
"it's a pedestrian , flat drama that screams out 'amateur' in almost every frame .",0
catch it . . . if you can !,1
"feardotcom's thrills are all cheap , but they mostly work .",1
both awful and appealing .,0
"director shekhar kapur and screenwriters michael schiffer and hossein amini have tried hard to modernize and reconceptualize things , but the barriers finally prove to be too great .",0
"while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these .",0
"the story , like life , refuses to be simple , and the result is a compelling slice of awkward emotions .",1
"the parts are better than the whole ( bizarre , funny , tragic - like love in new york ) .",0
this is really just another genre picture .,0
john mctiernan's botched remake may be subtler than norman jewison's 1975 ultraviolent futuristic corporate-sports saga . it's also stupider .,0
"this is the kind of movie that used to be right at home at the saturday matinee , and it still is .",1
